ZONE,AREA,CLINIC CODE,CLINIC,ADDRESS,POSTAL,TEL,FAX,OPERATING HOURS MON - FRI,SAT,SUN,PUBLIC HOLIDAY,REMARKS
EAST,TAMPINES,SGP000119,F K LIM FAMILY CLINIC,BLK 267 TAMPINES STREET 21 #01-43,520267,67860201,,"8.30AM-12.30PM
2.00PM-4.30PM
7.00PM-9.00PM",8.30AM-12.30PM,8.30AM-12.30PM,,Closed on Wed afternoons
EAST,TAMPINES,SGP000417,EMMANUEL MEDICAL CLINIC,BLK 272 TAMPINES STREET 22 #01-26,520272,67810810,67852196,"8.30AM-12.30PM
2.00PM-4.30PM
7.00PM-8.30PM",8.30AM-12.30PM,9.00AM-12.00PM,9.00AM-12.00PM,Closed on Wed nights
EAST,TAMPINES,SGP000718,VIVA MEDICAL GROUP CLINIC,519A TAMPINES CENTRAL 8 #01-08,521519,66357240,66357241,"9.00AM-1.00PM,
6.00PM-9.00PM",9.00AM-4.00PM,CLOSED,CLOSED,"LAST REGISTRATION
15 MINS BEFORE CLOSING TIME."
EAST,TAMPINES,SGP000593,HEALTHWAY MEDICAL CLINIC (TAMPINES ST 21),201D TAMPINES STREET 21 #01-1143,524201,62608801,62608802,"8.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-9.00PM",8.00AM-1.00PM,8.30AM-12.30PM,8.30AM-12.30PM,"LAST REGISTRATION
IS 15MINS BEFORE CLOSING TIME."
EAST,TAMPINES,SGP000050,CHOONG'S CLINIC,BLK 480 TAMPINES STREET 44 #01-261,520480,67885190,67885190,"8.30AM-11.30PM,
2.30PM-4.00PM,
7.00PM-8.30PM (CLOSED ON TUE & THURS NIGHTS)",8.30AM-11.30AM,CLOSED,CLOSED,LAST REGISTRATION IS 30MINS BEFORE CLOSING TIME.
EAST,TAMPINES,SGP000324,TAMPINES MEDILIFE CLINIC,BLK 801 TAMPINES AVENUE 4 #01-263,520801,67825142,67825142,"8.30AM-12.30PM,
2.00PM-4.30PM,
7.00PM-9.00PM",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,"LAST REGISTRATION
IS 30MINS BEFORE CLOSING TIME."
EAST,TAMPINES,SGP000354,THE FAMILY MEDICAL CENTRE,BLK 827 TAMPINES STREET 81 #01-148,520827,67873328,67873328,"9.00AM-12.30PM,
2.00PM-4.30PM,
6.30PM-9.00PM",9.00AM-1.00PM,9.00AM-1.00PM,CLOSED,"LAST REGISTRATION
IS 30MINS BEFORE CLOSING TIME."
EAST,TAMPINES,SGP000528,NORTHEAST (TAMPINES) MEDICAL CENTRE PTE LTD,20 TAMPINES MRT STATION TAMPINES CENTRAL 1 #01-25,529538,67867848,67867443,"8.00AM-1.00PM,
2.00PM-6.00PM,
7.00PM-10.00PM","8.00AM-1.00PM,
2.00PM-6.00PM,
7.00PM-10.00PM","8.00AM-1.00PM,
2.00PM-6.00PM,
7.00PM-10.00PM",CLOSED,"REGISTRATION
CLOSES 15 - 30
MINUTES PRIOR TO EACH SESSION."
CENTRAL,TANGLIN ROAD,SGP000172,ISLAND GROUP CLINIC,"19 TANGLIN SHOPPING CENTRE TANGLIN ROAD #06-
34/37",247909,67377729,62386510,"9.00AM-1.00PM
2.00PM-5.00PM",9.00AM-12.30PM,10.00AM-12.00PM,CLOSED,
CITY,TANJONG PAGAR,SGP000716,SHENTON MEDICAL GROUP (INTERNATIONAL PLAZA),10 INTERNATIONAL PLAZA ANSON ROAD #36-01,079903,62202911,62246865,"8.30AM-1.00PM,
2.00PM-5.30PM",8.30AM-12.30PM,CLOSED,CLOSED,
CITY,TANJONG PAGAR,SGP000659,DRS CHUA & PARTNERS PTE LTD,1 TANJONG PAGAR PLAZA #01-10,082001,62210607,62241918,"8.30-12.30PM, 2.00PM-
5.00PM",8.30AM-12.30PM,CLOSED,CLOSED,
CITY,TANJONG PAGAR,SGP000243,MHC MEDICAL CENTRE (AMARA),100 100 AM TRAS STREET #15-01,079027,62255220,62255426,9.00AM-5.00PM,9.00AM-1.00PM,CLOSED,CLOSED,"Pre-appointment
ends at 4pm on Weekdays and 12pm on Sat. Last registration is at 4.30pm."
WEST,TEBAN,SGP000331,TEBAN GARDEN CLINIC,BLK 61 TEBAN GARDENS ROAD #01-01,600061,65619052,65623906,"9.00AM-12.30PM,
2.00PM-5.00PM,
6.30PM-8.30PM",9.00AM-12.30PM,CLOSED,CLOSED,
WEST,TEBAN,SGP000260,NEWLIFE FAMILY CLINIC & SURGERY PTE LTD,BLK 61 TEBAN GARDENS ROAD #01-20,600061,65663770,65668941,"MON-FRI: 9.00AM-
12.00PM, MON & TUE:
2.30PM-4.30PM,
7.00PM-9.00PM",9.00AM-12.00PM,9.00AM-12.00PM,CLOSED,HOLIDAY EVE: 9.00AM-12.00PM
SOUTH,TELOK BLANGAH,SGP000529,LUM CLINIC & SURGERY,BLK 109 BUKIT PURMEI ROAD #01-149,090109,62784827,62784827,"8.30AM-12.30PM,
2.00PM-7.30PM",9.00AM-12.30PM,CLOSED,CLOSED,
SOUTH,TELOK BLANGAH,SGP000332,TELOK BLANGAH MEDICAL CENTRE,BLK 77 TELOK BLANGAH DRIVE #01-244,100077,62782727,62720963,8.30AM-1.00PM,8.30AM-1.00PM,8.30AM-12.30PM,8.30AM-12.30PM,
SOUTH,TELOK BLANGAH,SGP000463,HEALTHPLUS FAMILY CLINIC & SURGERY,BLK 78A TELOK BLANGAH STREET 32 #01-02,101078,62733327,62733360,"8.30AM-12.30PM
2.00PM-4.30PM
7.00PM-11.00PM","8.30AM-12.30PM
7.00PM-11.00PM","8.30AM-12.30PM
7.00PM-11.00PM","8.30AM-12.30PM
7.00PM-11.00PM",
CENTRAL-NORTH,THOMSON,SGP000151,HEALTHWAY MEDICAL CENTRE,238 NOVENA SQUARE THOMSON ROAD #03-32A,307683,63528696,63528695,"8.30AM-12.30PM
2.00PM-5.30PM",9.00AM-1.00PM,CLOSED,CLOSED,
CENTRAL-NORTH,THOMSON,SGP000606,HILL SPRING MEDICAL,12 JALAN LEBAN,577552,64563200,64563070,"8.30AM-4.00PM,
6.00PM-9.30PM",8.30AM-4.00PM,"8.30AM-4.00PM,
6.00PM-9.30PM",CLOSED,
CENTRAL-NORTH,THOMSON,SGP000047,CHONG'S CLINIC,234 UPPER THOMSON ROAD,574365,64536492,64536035,"8.30AM-12.30PM
2.00PM-4.00PM
6.00PM-9.00PM",8.30AM-12.30PM,CLOSED,CLOSED,Closed on Wed nights
CENTRAL-SOUTH,TIONG BAHRU,SGP000706,ICARE MEDICAL AND WELLNESS CLINIC,BLK 22 HAVELOCK ROAD #01-701,160022,62746858,62746342,8.00AM-10.00PM,8.00AM-10.00PM,10.00AM-10.00PM,10.00AM-10.00PM,
CENTRAL-SOUTH,TIONG BAHRU,SGP000017,BEO CRESCENT FAMILY CLINIC & SURGERY,BLK 40 BEO CRESCENT #01-02,160040,62750269,62750062,"9.30AM-1.00PM,
2.00PM-4.30PM,
6.30PM-9.00PM",9.00AM-12.30PM,9.00AM-12.30PM,9.00AM-12.30PM,
CENTRAL-SOUTH,TIONG BAHRU,SGP000224,MARINA MEDICAL CENTRE,BLK 78 GUAN CHUAN STREET #01-39,160078,62222177,62223380,"9.00AM-12.15PM,
2.00PM-3.45PM,
6.30PM-8.00PM (CLOSED ON TUES, WED, FRI NIGHT)",9.00AM-12.00PM,CLOSED,CLOSED,
CENTRAL-SOUTH,TIONG BAHRU,SGP000662,FIRSTHEALTH CLINIC & SURGERY,126 MULTISTOREY CARPARK KIM TIAN ROAD #01-04,160126,66944981,66944982,"8.30AM-1.00PM,
6.00PM-9.00PM",8.30AM-12.30PM,"9.00AM-1.00PM,
6.00PM-10.00PM","9.00AM-1.00PM,
6.30PM-9.30PM",
CENTRAL-SOUTH,TIONG BAHRU,SGP000391,YIM CLINIC,11A BOON TIONG ROAD #02-03,161011,62707587,62732316,"8.00AM-1.00PM,
1.30PM-5.00PM,
5.30PM-8.00PM",8.00AM-1.00PM,8.00AM-1.00PM,CLOSED,
CENTRAL-SOUTH,TIONG BAHRU,SGP000766,ONECARE CLINIC TIONG BAHRU,BLK 11A BOON TIONG ROAD #01-08,161011,63582568,63582569,"8.00AM-3.00PM,
5.00PM-10.00PM","8.00AM-1.00PM,
6.00PM-10.00PM","8.00AM-1.00PM,
6.00PM-10.00PM","8.00AM-1.00PM,
6.00PM-10.00PM",
CENTRAL-SOUTH,TIONG BAHRU,SGP000634,HEALTH FIRST FAMILY CLINIC,BLK 26 JALAN MEMBINA #01-06,161026,67932833,67932877,"8.30AM-1.00PM,
2.00PM-4.30PM,
7.00PM-9.30PM",CLOSED,"8.30AM-12.30PM,
7.00PM-9.30PM","8.30AM-12.30PM,
7.00PM-9.30PM",
CENTRAL-SOUTH,TIONG BAHRU,SGP000621,FRONTIER MEDICAL ASSOCIATES (HAVELOCK),BLK 51 HAVELOCK ROAD #01-02,161051,66843770,66843771,"MON-THURS: 8.30AM-
3.00PM, 6.00PM-
9.00PM, FRI: 8.30AM-
12.30PM (CLOSED ON FRI NIGHTS)",8.30AM-12.30PM,CLOSED,CLOSED,
CENTRAL-SOUTH,TIONG BAHRU,SGP000366,TIONG BAHRU MEDICAL CENTRE PTE LTD,10 KAI FOOK MANSION KIM TIAN ROAD,169248,62727966,62787216,"10.00AM-12.30PM,
2.00PM-5.30PM",10.00AM-12.30PM,CLOSED,CLOSED,
CENTRAL-SOUTH,TIONG BAHRU,SGP000051,CHUA & PARTNERS FAMILY CLINIC,BLK 18 JALAN MEMBINA #02-05,164018,62719004,62711601,"8.30AM-3.00PM,
6.00PM-9.00PM","8.30AM-3.00PM,
6.00PM-9.00PM",CLOSED,CLOSED,"PATIENTS TO BE
REGISTERED 30MINS BEFORE CLOSING."
CENTRAL,TOA PAYOH,SGP000428,TEOH CLINIC FAMILY PRACTICE,BLK 47 LORONG 6 TOA PAYOH #01-142,310047,62555188,62506070,"8.30AM-12.30PM,
2.30PM-4.30PM,
7.00PM-9.00PM",8.30AM-12.00PM,10.00AM-12.00PM (1ST SUN OF THE MONTH CLOSED),CLOSED,
CENTRAL,TOA PAYOH,SGP000222,MAKE-WELL FAMILY CLINIC & SURGERY,BLK 70 LORONG 4 TOA PAYOH #01-351,310070,62534235,63545461,"10.00AM-12.00PM,
3.00PM-4.00PM",CLOSED,CLOSED,CLOSED,
CENTRAL,TOA PAYOH,SGP000030,CAMRY MEDICAL CENTRE,BLK 95 LORONG 4 TOA PAYOH #01-66,310095,62580553,62589353,"8.30AM-12.00PM,
1.00PM-4.00PM",8.30AM-12.00PM,CLOSED,CLOSED,
CENTRAL,TOA PAYOH,SGP000073,DRS CHAN & TANG FAMILY CLINIC PTE LTD,BLK 125 LORONG 1 TOA PAYOH #01-549,310125,62511782,62511023,"MON-FRI: 8.30AM-
12.15PM, 2.00PM-
4.45PM, 7.00PM-
8.45PM (CLOSED ON TUES, THURS & FRI NIGHTS)",8.30AM-12.15PM,8.30AM-12.15PM,CLOSED,
CENTRAL,TOA PAYOH,SGP000056,C K TAN FAMILY CLINIC & SURGERY PTE LTD,BLK 125 LORONG 1 TOA PAYOH #01-537,310125,62514438,62514438,"8.30AM-12.30PM,
1.30PM-4.00PM,
6.30PM-8.30PM (CLOSE ON WED & FRI
NIGHTS)",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,
CENTRAL,TOA PAYOH,SGP000427,MEDIVIEW CLINIC AND SURGERY,BLK 150 LORONG 1 TOA PAYOH #01-999,310150,62532351,64423715,"MON-TUE: 8.30AM-
12.30PM, 2.00PM-
4.00PM, 7.00PM-
9.00PM  WED-FRI:
8.30AM-12.30PM,
2.00PM-5.00PM",8.30AM-12.30PM,CLOSED,CLOSED,
CENTRAL,TOA PAYOH,SGP000581,HEALTHWAY TOA PAYOH CLINIC,BLK 177 TOA PAYOH CENTRAL #01-130,310177,62553773,63526772,"8.00AM-3.00PM,
6.00PM-9.00PM",8.30AM-12.30PM,9.00AM-12.30PM,9.00AM-12.30PM,
CENTRAL,TOA PAYOH,SGP000045,CHNG CLINIC & SURGERY,BLK 178 TOA PAYOH CENTRAL #01-236,310178,62504522,62533803,"8.30AM-12.30PM
2.00PM-4.30PM
7.00PM-9.00PM (CLOSED ON WED & FRI
EVENING)",9.00AM-12.30PM,9.00AM-12.30PM,CLOSED,
CENTRAL,TOA PAYOH,SGP000767,UNIHEALTH 24-HR CLINIC (TOA PAYOH),BLK 178 TOA PAYOH CENTRAL #01-218,310178,62031639,62549938,24 HOURS,24 HOURS,24 HOURS,24 HOURS,
CENTRAL,TOA PAYOH,SGP000740,DOCTORS INC MEDICAL GROUP PTE LTD,BLK 190 TOA PAYOH LORONG 6 #01-590,310190,63563633,63562622,"9.00AM-5.00PM,
6.00PM-9.00PM","9.00AM-1.00PM,
5.00PM-9.00PM",5.00PM-9.00PM,CLOSED,
CENTRAL,TOA PAYOH,SGP000340,TEMASEK MEDICAL CLINIC,BLK 212 LORONG 8 TOA PAYOH #01-41,310212,62523206,62523206,"8.30AM-12.30PM,
2.00PM-4.00PM,
7.00PM-9.00PM (CLOSED FRI AFTERNOON & NIGHT)",8.30AM-12.30PM,CLOSED,CLOSED,
CENTRAL,TOA PAYOH,SGP000485,FAMILYCARE CLINIC AND SURGERY,BLK 85C LORONG 4 TOA PAYOH #01-380,313085,62509033,63561521,"9.00AM-12.30PM,
2.00PM-4.00PM,
7.30PM-10.00PM",9.00AM-12.30PM,9.00AM-12.30PM,CLOSED,
CENTRAL,TOA PAYOH,SGP000421,MEI LING CLINIC (TOA PAYOH) LLP,BLK 500 HDB HUB LORONG 6 TOA PAYOH #04-33,310500,62535600,62530722,"9.00AM-1.00PM,
2.00PM-5.00PM (LAST REGISTRATION 15 MINS BEFORE CLOSING)","9.00AM-12.00PM
(LAST REGISTRATION 15 MINS BEFORE CLOSING)",CLOSED,CLOSED,(LAST REGISTRATION 15 MINS BEFORE CLOSING)
CENTRAL,TOA PAYOH,SGP000010,ASSOCIATE DISPENSARIES,BLK 94 LORONG 4 TOA PAYOH #01-20,310094,62562308,62562308,MON-FRI: 11.30AM- 12.30PM MON/WED/FRI: 3.30PM-5.00PM,11.30AM-12.30PM,CLOSED,11.30AM-12.30PM,"CLOSED ON NEW
YEAR'S DAY, LABOUR DAY, NATIONAL DAY, CHRISTMAS AND CHINESE NEW YEAR'S
DAY"
CENTRAL,TOA PAYOH,SGP000098,EJ FAMILY CLINIC,BLK 109 LORONG 1 TOA PAYOH #01-314,310109,63530811,63530811,"8.00AM-3.00PM,
6.00PM-10.00PM",8.00AM-3.00PM,"8.00AM-3.00PM,
6.00PM-10.00PM","8.00AM-12.30PM
(*CLINIC CLOSE ON CERTAIN PUBLIC HOLIDAYS)",PATIENT TO ARRIVE AT LEAST 15MINS BEFORE CLOSING.
WEST,TUAS,SGP000724,TUAS MEDICAL CENTRE,70 TUAS SOUTH AVENUE 1 #01-08/09,637285,63344402,63345404,6.00PM-9.00PM,6.00PM-9.00PM,6.00PM-9.00PM,6.00PM-9.00PM,
CENTRAL-EAST,UBI ROAD,SGP000002,ADVANCE CLINIC & SURGERY PTE LTD,BLK 301 UBI AVENUE 1 #01-269,400301,67421156,67426191,"8.30AM-5.30PM,
7.00PM-9.00PM",8.30AM-1.00PM,CLOSED,CLOSED,
CENTRAL-EAST,UBI ROAD,SGP000031,CARITAS CLINIC,BLK 304 UBI AVENUE 1 #01-127,400304,67489284,67421955,"MON-THU:
8.30AM-1.00PM
2.00PM-4.00PM
6.00PM-7.30PM FRI:
8.30AM-12.00PM
2.00PM-4.00PM",9.30AM-12.00PM,9.30AM-12.00PM,CLOSED,
CENTRAL-NORTH,UPPER SERANGOON,SGP000247,MILFORD MEDICAL GROUP,BLK 237 SERANGOON AVENUE 3 #01-116,550237,62869993,62824338,"8.30AM-12.30PM,
2.00PM-4.00PM (CLOSED ON WED AFTERNOON)",8.30AM-12.30PM,CLOSED,CLOSED,
CENTRAL-NORTH,UPPER SERANGOON,SGP000307,SG CLINIC FAMILY PRACTICE,84 SERANGOON GARDEN WAY,555980,63821988,62881474,"9.00AM-12.30PM,
2.30PM-4.30PM,
6.30PM-8.30PM","9.00AM-12.30PM
9.00AM-12.30PM,
2.30PM-4.30PM",9.00AM-12.30PM,9.00AM-12.30PM,
CENTRAL-NORTH,UPPER SERANGOON,SGP000057,COMFORT CLINIC & SURGERY,BLK 214 SERANGOON AVENUE 4 #01-100,550214,62807271,62807271,"8.30AM-12.30PM
2.00PM-4.00PM
6.30PM-9.00PM (CLOSED ON FRI EVENING)",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,
SOUTH-WEST,WEST COAST,SGP000453,CHIN LEONG CLINIC,BLK 517 WEST COAST ROAD #01-555,120517,67789493,67746695,"9.30AM-12.45PM,
2.30PM-3.30PM,
7.15PM-8.30PM",9.30AM-12.00PM,9.30AM-12.00PM,9.30AM-12.00PM,"- CLOSED ON
CHRISTMAS AND CHINESE NEW DAY.
- PLEASE MAKE AN APPOINTMENT
BEFORE VISIT."
SOUTH-WEST,WEST COAST,SGP000328,VIVA MEDICAL GROUP (WESTSIDE),154 WEST COAST PLAZA WEST COAST ROAD #01-81,127371,67779069,67770035,"8.30AM-12.30PM,
2.00PM-4.30PM",8.30AM-12.30PM,9.00AM-12.00PM,CLOSED,"LAST REGISTRATION
ENDS 15MINS BEFORE CLOSING TIME."
SOUTH-WEST,WEST COAST,SGP000579,L'VING VINE MEDICAL & WELLNESS CLINIC,154 WEST COAST PLAZA WEST COAST ROAD #01-84/85,127371,67777442,67777563,"10.00AM-2.00PM,
6.00PM-9.00PM (CLOSED ON WED NIGHT & THU MORNING)",10.00AM-2.00PM,CLOSED,CLOSED,"REMARKS: DOCTOR ARRIVES AT 12PM, PLEASE CALL CLINIC FOR APPOINTMENT."
NORTH,WOODLANDS,SGP000299,ROYAL MEDICAL CENTRE,BLK 111 WOODLANDS STREET 13 #01-84,730111,63656855,63623254,"8.30AM-1.00PM,
2.00PM-4.00PM,
6.30PM-9.00PM (CLOSED ON THUR AND FRI NIGHTS)",8.30AM-12.30PM,9.00AM-12.30PM,CLOSED,
NORTH,WOODLANDS,SGP000118,FIRST MEDICAL CLINIC & SURGERY,BLK 167 WOODLANDS STREET 11 #01-11,730167,63680111,63672969,"8.30AM-1.00PM,
2.00PM-4.30PM,
6.30PM-9.00PM",8.30AM-1.00PM,8.30AM-1.00PM,CLOSED,
NORTH,WOODLANDS,SGP000387,WOODLANDS FAMILY CLINIC,BLK 305 WOODLANDS STREET 31 #01-85,730305,63654770,63658075,"8.30AM-12.30PM
2.00PM-4.30PM
6.30PM-9.00PM (CLOSED ON FRI EVENING)",8.30AM-12.30PM,CLOSED,CLOSED,
NORTH,WOODLANDS,SGP000312,SINGAPORE FAMILY CLINIC & SURGERY (WOODLANDS),BLK 717 WOODLANDS DRIVE 70 #01-114,730717,63647450,63647451,"8.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-12.00AM","8.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-11.00PM","8.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-11.00PM","8.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-11.00PM",
NORTH,WOODLANDS,SGP000166,HOPE FAMILY CLINIC & SURGERY,BLK 883 WOODLANDS NORTH PLAZA WOODLANDS STREET 82 #01-470,730883,63691328,63691328,"8.30AM-12.30PM,
1.30PM-3.30PM,
7.00PM-9.00PM (CLOSED ON WED & FRI NIGHTS)",8.30AM-12.00PM,CLOSED,CLOSED,
NORTH,WOODLANDS,SGP000160,HEALTHWAY MEDICAL CLINIC (WOODLANDS),BLK 888 888 PLAZA WOODLANDS DRIVE 50 #02-737,730888,63649661,63649662,"8.30AM-1.00PM,
2.00PM-5.00PM,
6.30PM-9.30PM
(CLOSED ON FRI NIGHT)",8.30AM-1.00PM,8.30AM-12.30PM,CLOSED,
NORTH,WOODLANDS,SGP000710,PROCROSS MEDICAL CENTRE (WOODLANDS),BLK 689A WOODLANDS DRIVE 75 #01-86,731689,62199648,62199649,"8.00AM-12.00PM,
5.00PM-8.00PM",12.30PM-3.00PM,12.30PM-3.00PM,12.30PM-3.00PM,
NORTH,WOODLANDS,SGP000658,A & A CLINIC,BLK 570B WOODLANDS AVENUE 1 #01-07,732570,63390883,,"9.00AM-12.30PM,
6.00PM-8.30PM (CLOSED ON TUE & THU NIGHT)",9.00AM-12.30PM,CLOSED,CLOSED,
NORTH,WOODLANDS,SGP000640,WOODGROVE MEDICAL,30 THE WOODGROVE WOODLANDS AVENUE 1 #02-03/04,739065,63668831,63669961,"8.30AM-4.00PM,
6.00PM-9.30PM",8.30AM-4.00PM,8.30AM-4.00PM,CLOSED,
NORTH,WOODLANDS,SGP000295,REGIONAL PATIENTCARE MEDICAL GROUP PTE LTD,BLK 678 WOODLANDS AVENUE 6 #01-726,730678,63669027,68939839,9.00AM-5.00PM,9.00AM-1.00PM,CLOSED,CLOSED,- LAST REGISTRATION 1 HOUR BEFORE CLOSING TIME.
NORTH,WOODLANDS,SGP000338,TEMASEK MEDICAL CENTRE,BLK 883 WOODLANDS NORTH PLAZA WOODLANDS STREET 82 #01-464,730883,63668366,62690138,"8.30AM-12.30PM,
2.00PM-5.00PM",8.30AM-12.30PM,9.00AM-12.00PM,CLOSED,"LAST REGISTRATION
15 MINS BEFORE CLOSING TIME."
NORTH,WOODLANDS,SGP000458,LIAN CLINIC PTE LTD,BLK 18 MARSILING LANE #01-269,730018,62697435,63661157,"8.30AM-12.30PM,
2.00PM-4.30PM,
7.00PM-9.00PM",8.30AM-12.30PM,8.30AM-11.30AM,8.30AM-11.30AM,"LAST REGISTRATION
IS 15MINS BEFORE CLOSING TIME."
NORTH,WOODLANDS,SGP000388,WOODLANDS MEDICAL CENTRE,BLK 210 MARSILING CRESCENT #01-09,730210,62698888,63654119,"9.00AM-12.00PM,
2.00PM-4.00PM,
6.00PM-7.30PM",9.00AM-12.00PM,9.00AM-12.00PM,CLOSED,"LAST REGISTRATION
IS 15MINS BEFORE CLOSING TIME."
NORTH,WOODLANDS,SGP000729,DR NAH & LEE FAMILY CLINIC,BLK 780 WOODLANDS CRESCENT #01-03,730780,62501528,62501779,"8.00AM-3.00PM,
6.00PM-9.00PM",CLOSED,8.00AM-1.00PM,CLOSED,"LAST REGISTRATION
IS 30MINS BEFORE CLOSING."
NORTH,YISHUN,SGP000394,YISHUN CENTRAL MEDICAL CLINIC,BLK 160 YISHUN STREET 11 #01-212,760160,67558931,67558931,"8.30AM-12.30PM,
2.00PM-4.00PM,
6.30PM-9.00PM",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,
NORTH,YISHUN,SGP000128,H S LEE CLINIC & SURGERY,BLK 173 YISHUN AVENUE 7 #01-823,760173,67550630,67555524,"8.30AM-12.30PM,
2.00PM-5.00PM,
7.00PM-9.00PM",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,
NORTH,YISHUN,SGP000193,KONG CLINIC & SURGERY,BLK 293 YISHUN STREET 22 #01-223,760293,67521401,67580136,"8.30AM-12.30PM,
2.00PM-4.30PM",8.30AM-12.30PM,CLOSED,CLOSED,
NORTH,YISHUN,SGP000152,HEALTHWAY MEDICAL CENTRE,BLK 417 YISHUN AVENUE 11 #01-321,760417,67537626,67530125,"8.30AM-12.30PM,
2.00PM-5.00PM,
6.30PM-9.00PM (CLOSED WED AFTERNOONS)",8.30AM-12.30PM,8.30AM-12.30PM,8.30AM-12.30PM,
NORTH,YISHUN,SGP000758,PLATINUM MEDICAL CENTRE PTE LTD,BLK 504 YISHUN STREET 51 #01-02,760504,62571134,62573844,"9.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-9.00PM","9.00AM-1.00PM,
2.00PM-5.00PM,
6.00PM-9.00PM",9.00AM-1.00PM,CLOSED,
NORTH,YISHUN,SGP000374,UNITED HEALTH FAMILY CLINIC & SURGERY,BLK 627 YISHUN STREET 61 #01-63,760627,62571182,62571182,"8.30AM-12.30PM,
2.00PM-4.30PM,
6.30PM-9.00PM (CLOSED ON WED NIGHTS)",8.30AM-12.30PM,8.30AM-12.30PM,CLOSED,
NORTH,YISHUN,SGP000625,PARSONS MEDICAL CLINIC PTE LTD,BLK 779 YISHUN AVENUE 2 #01-1541,760779,64846010,64840490,"MON/FRI: CLOSED
TUE/WED: 9.00AM- 12.00PM  THU:
3.00PM-7.00PM",CLOSED,CLOSED,CLOSED,
NORTH,YISHUN,SGP000603,GREENLINK MEDICAL CLINIC PTE LTD,BLK 807 YISHUN RING ROAD #01-4213,760807,67552238,67552238,"8.30AM-3.00PM,
6.30PM-9.00PM",8.30AM-12.30PM,CLOSED,CLOSED,
NORTH,YISHUN,SGP000296,REGIONAL PATIENTCARE MEDICAL GROUP PTE LTD,BLK 932 YISHUN CENTRAL 1 #01-97,760932,67561611,67568028,"8.30AM-12.30PM,
2.00PM-4.00PM,
6.30PM-8.30PM (CLOSED ON TUE/THU/FRI EVENING)",8.30AM-12.30PM,CLOSED,CLOSED,
NORTH,YISHUN,SGP000510,YISHUN CENTRAL CLINIC,BLK 935 YISHUN CENTRAL 1 #01-47,760935,67536338,67536022,"9.00AM-12.00PM,
2.00PM-4.00PM",CLOSED,CLOSED,CLOSED,
NORTH,YISHUN,SGP000725,HEARTLAND FAMILY CLINIC,BLK 333C YISHUN STREET 31 #01-167,763333,62500655,62502803,"MON-THU: 8.00AM-
12.30PM, 2.00PM-
4.00PM, 6.30PM-
9.00PM, FRI: 8.00AM-
1.00PM, 6.00PM-
9.00PM",8.30AM-12.30PM,CLOSED,CLOSED,
NORTH,YISHUN,SGP000042,CHANLAI HEALTHCARE CLINIC,BLK 604 YISHUN STREET 61 #01-325,760604,67563456,67565600,"9.00AM-12.30PM,
2.30PM-4.30PM,
7.00PM-9.00PM (CLOSED ON FRI AFTERNOONS & EVENINGS)",9.00AM-12.30PM,CLOSED,CLOSED,"- LAST REGISTRATION IS 15MINS BEFORE CLOSING TIME.
- TEMPORARY CLOSURE FROM 1- SEP-2016 TO 12-SEP- 2016."
NORTH,YISHUN,SGP000655,ATRIO FAMILY CLINIC PTE LTD,BLK 291 YISHUN STREET 22 #01-349,760291,67520838,67520838,"8.00AM-2.00PM,
5.30PM-10.30PM (LAST REGISTRATION 1.15PM
& 9.45PM)","8.00AM-2.00PM,
5.30PM-10.30PM (LAST REGISTRATION 1.15PM & 9.45PM)","9.00AM-2.00PM,
5.30PM-10.30PM (LAST REGISTRATION 1.15PM & 9.45PM)",CLOSED,(LAST REGISTRATION 1.15PM & 9.45PM)
NORTH,YISHUN,SGP000714,ONECARE CLINIC YISHUN PTE LTD,BLK 431 YISHUN AVENUE 1 #01-04,760431,63342373,63342374,"8.30AM-12.30PM,
1.00PM-4.00PM,
6.00PM-9.00PM",8.30AM-12.30PM,"8.30AM-12.30PM,
6.00PM-9.00PM","8.30AM-12.30PM
(PLEASE CALL CLINIC BEFORE CONSULT)",
NORTH,YISHUN,SGP000727,WELLCARE FAMILY CLINIC,BLK 747 YISHUN STREET 72 #01-106,760747,67543740,67543742,"8.30AM-1.00PM,
6.30PM-9.00PM (CLOSED ON TUES, THURS & FRI NIGHTS)",9.00AM-12.00PM,CLOSED,CLOSED,LAST REGISTRATION IS 30 MINS BEFORE CLOSING.
NORTH,YISHUN,SGP000450,FAMILY CLINIC,BLK 103 YISHUN RING ROAD #01-73,760103,67585151,67585151,"10.00AM-12.30PM,
2.00PM-4.30PM,
7.00PM-9.00PM (CLOSED ON WED/FRI EVENING)",10.00AM-12.30PM,10.00AM-12.30PM,CLOSED,PLEASE CALL FOR AN APPOINTMENT BEFORE PROCEEDING TO CLINIC.
