ZONE, AREA, CLINIC CODE, CLINIC, ADDRESS, POSTAL, TEL, FAX, OPERATING HOURS MON - FRI, SAT, SUN, PUBLIC HOLIDAY, REMARKS, LAT, LNG
"CITY","RAFFLES PLACE","SGP000180","K N CHIN & ASSOCIATES PTE LTD","24 CLIFFORD CENTRE RAFFLES PLACE #02-18","48621","65389533","65365815","8.30AM-5.30PM","8.30AM-12.30PM","CLOSED","CLOSED","", 1.283857, 103.852378
"CITY","RAFFLES PLACE","SGP000594","MW MEDICAL CENTRE","18 CHINA SQUARE CENTRAL CROSS STREET #02-09","48423","62500625","62500665","9.00AM-6.30PM","9.00AM-6.30PM(APPOINTMENTBASIS ONLY)","9.00AM-6.30PM(APPOINTMENTBASIS ONLY)","9.00AM-6.30PM(APPOINTMENTBASIS ONLY)","", 1.2835417, 103.8467433
"CITY","RAFFLES PLACE","SGP000743","THE CLINIC @ CAPITAGREEN","138 CAPITAGREEN MARKET STREET #02-01A","48946","63846851","63846852","8.30AM-1.00PM,2.00PM-5.30PM","CLOSED","CLOSED","CLOSED","", 1.2820114, 103.8499872
"CITY","RAFFLES PLACE","SGP000717","SHENTON MEDICAL GROUP (THE ARCADE)","11 THE ARCADE COLLYER QUAY #19-01","49317","65079730","62240608","8.30AM-5.30PM","8.30AM-12.30PM","CLOSED","CLOSED","", 1.2835175, 103.8522903
"CITY","RAFFLES PLACE","SGP000736","LIFESCAN MEDICAL CENTRE","11 THE ARCADE COLLYER QUAY #03-28","49317","62211358","62212696","8.30AM-6.00PM","CLOSED","CLOSED","CLOSED","", 1.2835175, 103.8522903
"CITY","RAFFLES PLACE","SGP000596","TRINITY MEDICAL (SHENTON)","6 OUE DOWNTOWN TWO SHENTON WAY #21-10","68809","62279918","62272207","9.00AM-1.00PM,2.00PM-5.30PM","CLOSED","CLOSED","CLOSED","", 1.2781313, 103.8491552
"CITY","RAFFLES PLACE","SGP000089","DRS THOMPSON & THOMSON (RADLINK MEDICARE)PTE LTD","24 CLIFFORD CENTRE RAFFLES PLACE #02-08","48621","65325376","65333860","8.30AM-5.00PM (LASTREGISTRATION 15MINSBEFORE CLOSING)","BY APPOINTMENTBASIS ONLY","CLOSED","CLOSED","", 1.2837868, 103.8522988
"CITY","RAFFLES PLACE","SGP000132","HEALTH PARTNERS MEDICAL CLINIC","100 THE GLOBE CECIL STREET #09-01","69532","62255036","62255478","8.30AM-1.00PM2.00PM-5.30PM","8.30AM-12.30PM","CLOSED","CLOSED","", 1.2814381, 103.8491388
"CITY","RAFFLES PLACE","SGP000069","DR LIM LEAN HUAT & ASSOCIATES PTE LTD","6 OUE DOWNTOWN 1 SHENTON WAY #40-03","68809","63238611","63238011","9.00AM-1.00PM,3.00PM-6.00PM","9.00AM-1.00PM","CLOSED","CLOSED","", 1.2771548, 103.8485945
"CITY","RAFFLES PLACE","SGP000569","THE CLINIC @ ONE GEORGE STREET","1 GEORGE STREET #05-05","49145","64385322","64381575","8.30AM-1.00PM,2.00PM-5.30PM","CLOSED","CLOSED","CLOSED","", 1.2858056, 103.8478163
"CITY","RAFFLES PLACE","SGP000071","HEALTHWAY MEDICAL CENTRE (SHENTON WAY)","144 ROBINSON SQUARE ROBINSON ROAD #01-02/03","68908","62202383","62202160","9.00AM-1.00PM,2.00PM-6.00PM","CLOSED","CLOSED","CLOSED","", 1.278191, 103.8480799
"CITY","RAFFLES PLACE","SGP000610","FULLERTON HEALTHCARE @ OFC","10 OCEAN FINANCIAL CENTRE COLLYER QUAY #03-08/09","49315","66725000","65344165","8.30AM-1.00PM,2.00PM-5.00PM","8.30AM-1.00PM","CLOSED","CLOSED","", 1.2832341, 103.8519958
"NORTH","SEMBAWANG","SGP000335","TEMASEK MEDICAL CENTRE","BLK 406 SEMBAWANG DRIVE #01-824","750406","65551155","65551155","8.30AM-1.00PM,2.00PM-5.00PM,7.00PM-9.30PM","8.30AM-12.30PM","9.00AM-12.00PM","CLOSED","CLOSED ON WED &FRI NIGHTS. LASTREGISTRATION 15MINS BEFORECLOSING TIME.", 1.4530011, 103.8171103
"CITY","RAFFLES PLACE","SGP000333","NORTHEAST (TMA) MEDICAL ASSOCIATES PTE LTD","20 MALACCA STREET #B1-00","48979","65572770","65361413","8.30AM-1.00PM,2.00PM-5.30PM(FRIDAY CLOSED AT5.00PM)","CLOSED","CLOSED","CLOSED","REGISTRATIONCLOSES 15 - 30MINUTES PRIOR TOEACH SESSION.", 1.2840517, 103.8506626
"CITY","RAFFLES PLACE","SGP000074","CLIFFORD DISPENSARY PTE LTD","77 ROBINSON 77 ROBINSON ROAD #06-02","68809","62223181","65353231","9.00AM-1.00PM2.00PM-5.00PM","9.00AM-1.00PM","CLOSED","CLOSED","Last registration at4.30pm", 1.2777689, 103.8483915
"NORTH-EAST","SELETAR","SGP000733","KANG CLINIC","229 JALAN KAYU","799453","64811044","67553930","8.30AM-12.00PM,2.15PM-4.15PM","8.30AM-12.00PM","8.30AM-12.00PM","CLOSED","", 1.3960962, 103.8729892
"CENTRAL","RIVER VALLEY","SGP000370","TWIN CITY MEDICAL CENTRE","1 GREAT WORLD CITY KIM SENG PROMENADE #01-32","237994","62351175","62351187","8.30AM-12.30PM,2.00PM-5.00PM","8.30AM-12.30PM","CLOSED","CLOSED","", 1.293477, 103.831977
"CENTRAL","RIVER VALLEY","SGP000686","Q MEDICAL CLINIC","428 LOFT @ NATHAN RIVER VALLEY ROAD #01-10","248327","67026608","67026607","MON-TUE: 8.30AM-5.00PM, 6.00PM-9.00PM WED-FRI:8.30AM-2.30PM,6.00PM-9.00PM","9.00AM-1.00PM","CLOSED","CLOSED","", 1.2945058, 103.8276315
"NORTH-EAST","SELETAR","SGP000623","PHOENIX MEDICAL GROUP","1 GREENWICH V SELETAR ROAD #02-11","807011","65553512","64842240","9.00AM-9.00PM","9.00AM-9.00PM","9.00AM-9.00PM","CLOSED","", 1.3874819, 103.8693462
"CENTRAL","RIVER VALLEY","SGP000732","PINNACLE FAMILY CLINIC","240 RIVER VALLEY ROAD","238297","68366986","68365969","MON-TUE: 8.30AM-1.00PM, 2.00PM-8.00PM WED-FRI:8.30AM-1.00PM,2.00PM-6.30PM","9.00AM-1.00PM","9.00AM-12.00PM","CLOSED","", 1.294043, 103.8422655
"CENTRAL","RIVER VALLEY","SGP000525","DR TAN & PARTNERS","11 ROBERTSON WALK UNITY STREET #02-07","237995","62387810","62387812","8.00AM-9.00PM","9.00AM-2.00PM","CLOSED","CLOSED","", 1.2919747, 103.8414577
"CENTRAL","RIVER VALLEY","SGP000477","THE RIVERSIDE CLINIC","11 ROBERTSON WALK UNITY STREET #02-06","237995","67378897","67378896","8.30AM-1.30PM,2.30PM-5.30PM(CLOSED ON TUEAFTERNOON)","8.30AM-1.30PM","CLOSED","CLOSED","", 1.2918113, 103.8413917
"NORTH-EAST","SENGKANG","SGP000156","HEALTHWAY MEDICAL CLINIC","BLK 118 RIVERVALE PLAZA RIVERVALE DRIVE #02-17","540118","68812689","68812686","8.00AM-10.00PM","8.00AM-10.00PM","8.00AM-1.00PM,4.00PM-10.00PM","8.00AM-10.00PM","", 1.3853361, 103.9020022
"NORTH-EAST","SENGKANG","SGP000146","HEALTHWAY COMPASSVALE CLINIC","BLK 267 COMPASSVALE LINK #01-04","540267","63438770","63438771","8.30AM-12.30PM,2.00PM-4.30PM,6.30PM-9.30PM","8.30AM-12.30PM","8.30AM-12.30PM","8.30AM-12.30PM","", 1.3837557, 103.8970132
"NORTH-EAST","SENGKANG","SGP000402","THE OLIVE TREE FAMILY CLINIC & SURGERY","BLK 303 ANCHORVALE LINK #01-02","540303","63888697","68813202","MON-WED: 8.30AM-5.00PM, 6.30PM-9.30PM THU: 8.30AM-2.00PM, 6.30PM-9.30PM FRI: 8.30AM-5.00PM","8.30AM-1.00PM","CLOSED","CLOSED","", 1.387447, 103.890621
"NORTH-EAST","SENGKANG","SGP000556","HEALTHWAY ANCHORVALE CLINIC","BLK 308 ANCHORVALE ROAD #01-03","540308","63123106","63123107","8.30AM-12.30PM,2.00PM-5.00PM,6.00PM-9.00PM","8.30AM-12.30PM","8.30AM-12.30PM","CLOSED","", 1.3895655, 103.8863992
"NORTH-EAST","SENGKANG","SGP000660","RCMC RIVERVALE CRESCENT MEDICAL CENTRE","182A RIVERVALE CRESCENT #01-04","541182","68860772","68860773","9.00AM-10.00PM (FRICLOSED AT 3.00PM)","9.00AM-1.00PM","5.00PM-8.00PM","CLOSED","", 1.390561, 103.908568
"NORTH-EAST","SENGKANG","SGP000765","AE MEDICAL CLINIC","BLK 467B FERNVALE LINK #01-529","792467","68162900","","8.00AM-12.00PM,6.00PM-10.00PM","8.30AM-12.30PM","8.30AM-12.30PM","CLOSED","", 1.3976949, 103.8785295
"NORTH-EAST","SENGKANG","SGP000210","LIFELINE MEDICAL GROUP - SENGKANG PTE LTD","BLK 118 RIVERVALE PLAZA RIVERVALE DRIVE #02-18","540118","68812392","68812393","8.00AM-10.00PM","8.00AM-10.00PM","8.00AM-12.00AM","8.00AM-10.00PM","CLOSED ONCHRISTMAS, NEWYEAR'S DAY &CHINESE NEW YEAR'SDAY.", 1.385387, 103.9018653
"NORTH","SEMBAWANG","SGP000126","GREENLIFE CLINIC & SURGERY PTE LTD","11 SEMBAWANG MRT STATION CANBERRA ROAD #02-01","759775","67562676","67560016","8.00AM-12.00PM,2.00PM-4.00PM,6.00PM-8.30PM","8.00AM-12.00PM,2.00PM-4.00PM","6.00PM-8.00PM","CLOSED","LAST REGISTRATIONIS 15 MINS BEFORECLOSING TIME.", 1.4490688, 103.8199556
"NORTH-EAST","SENGKANG","SGP000669","FERNVALE FAMILY CLINIC","BLK 405C FERNVALE LANE #01-101","793405","68756182","68756182","8.30AM-12.30PM,2.00PM-4.30PM,6.00PM-9.00PM(CLOSED ON FRIEVENING)","8.30AM-12.30PM","CLOSED","CLOSED","", 1.3892277, 103.8734278
"NORTH-EAST","SENGKANG","SGP000745","MEDIVENE CLINIC & SURGERY","330 ANCHORVALE STREET #01-05","540330","63850441","63850442","8.00AM-8.00PM (FRICLOSED AT 3.00PM)","8.00AM-2.00PM","6.00PM-9.00PM","CLOSED","", 1.3957552, 103.8914753
"CENTRAL","SERANGOON ROAD","SGP000554","JOASH FAMILY CLINIC & SURGERY","1030 UPPER SERANGOON ROAD","534767","62827371","62827371","9.00AM-4.00PM,6.30PM-9.30PM(CLOSED ON FRINIGHT)","9.00AM-1.00PM","9.00AM-1.00PM(CLOSED ON 1ST,3RD, 5TH WEEK OFTHE MONTH)","CLOSED","", 1.363024, 103.888502
"NORTH-EAST","SENGKANG","SGP000249","MUTUAL HEALTHCARE PTE LTD","BLK 319B ANCHORVALE DRIVE #01-92","542319","64893833","64893973","8.30AM-12.30PM,2.00PM-4.00PM,6.30PM-9.30PM","8.30AM-12.30PM","8.30AM-12.30PM","8.30AM-12.30PM","REGISTRATIONCLOSED 30 MINSBEFORE CLOSINGTIME.", 1.3905641, 103.8904973
"CENTRAL","SERANGOON ROAD","SGP000318","STERLING CLINIC & SURGERY","BLK 3 LORONG LEW LIAN #01-64","531003","62849971","64874451","8.30AM-12.30PM2.00PM-4.30PM7.00PM-9.00PM(CLOSED ON TUE/THUEVENINGS)","8.30AM-12.30PM","8.30AM-12.30PM","8.30AM-12.30PM","Closed on Tue & Thunights", 1.3505557, 103.8760861
"CENTRAL","SERANGOON ROAD","SGP000105","EVERWELL CLINIC & SURGERY","BLK 45 OWEN ROAD #01-289","210045","62969429","62969429","9.00AM-12.30PM,1.30PM-3.30PM","9.00AM-12.00PM","9.30AM-12.00PM","SELECTED","", 1.315617, 103.850834
"NORTH-EAST","SENGKANG","SGP000537","HEALTHBRIDGE FAMILY CLINIC","11 RIVERVALE MALL RIVERVALE CRESCENT #02-16","545082","64897495","64897493","8.30AM-12.30PM1.30PM-4.00PM7.00PM-9.00PM(CLOSED ON FRIEVENING)","8.30AM-1.00PM","CLOSED","9.00AM-12.00PM","REGISTRATIONCLOSED 30 MINSBEFORE CLOSINGTIME", 1.39198, 103.90434
"NORTH-EAST","SENGKANG","SGP000540","ETERN MEDICAL CLINIC (SENGKANG)","33 THE SELETAR MALL SENGKANG WEST AVENUE #03-33","797653","64257255","64257995","9.00AM-1.00PM,2.00PM-5.00PM,6.30PM-9.30PM","9.00AM-3.00PM,6.30PM-9.30PM","9.00AM-3.00PM,6.30PM-9.30PM","9.00AM-3.00PM,6.30PM-9.30PM","SAT/SUN/PH: 3.00PM- 6.00PM IS BYAPPOINTMENT BASISONLY.", 1.3914409, 103.8761697
"CENTRAL","SERANGOON ROAD","SGP000539","MEDILINE WEI MIN CLINIC","14 KENSINGTON PARK ROAD","557265","62886029","62887623","8.00AM-10.00PM","8.00AM-10.00PM","8.00AM-10.00PM","8.00AM-10.00PM","", 1.3652089, 103.8660764
"SOUTH","SENTOSA","SGP000683","HEALTHCARE MEDICAL @ SENTOSA","31 QUAYSIDE ISLE OCEAN WAY #01-21","98375","62684082","62684074","9.00AM-1.00PM,2.00PM-6.00PM","9.00AM-1.00PM","CLOSED","CLOSED","", 1.2475358, 103.8423413
"NORTH-EAST","SENGKANG","SGP000430","NORTHEAST (SENGKANG) MEDICAL CENTRE PTE LTD","5 SENGKANG MRT STATION SENGKANG SQUARE #01-05","545062","68755911","68755912","8.00AM-11.00PM","8.00AM-11.00PM","8.00AM-11.00PM","10.00AM-9.00PM","REGISTRATIONCLOSES 15 - 30MINUTES PRIOR TOEACH SESSION.", 1.39211, 103.895062
"CENTRAL","SERANGOON ROAD","SGP000607","SIMON ROAD FAMILY CLINIC","9 SIMON ROAD","545895","62878755","62874231","9.00AM-1.00PM,7.00PM-9.00PM","9.00AM-1.00PM","CLOSED","CLOSED","", 1.361718, 103.885889
"EAST","TAMPINES","SGP000580","YAO MEDICAL CLINIC","BLK 419 TAMPINES STREET 41 #01-96","520419","67830232","67830232","8.30AM-12.30PM,2.00PM-4.00PM,7.00PM-9.00PM","8.30AM-12.30PM","CLOSED","CLOSED","", 1.357849, 103.9466659
"EAST","TAMPINES","SGP000235","MEDICARE ASSOCIATES PTE LTD","BLK 482 TAMPINES STREET 43 #01-236","520482","67880137","67880137","8.30AM-12.00PM,2.00PM-4.00PM,6.30PM-9.00PM(CLOSED ON WEDEVENINGS)","8.30AM-12.00PM","8.30AM-12.00PM","CLOSED","", 1.361307, 103.952521
"CENTRAL-NORTH","SIN MING","SGP000135","HEALTHCARE FAMILY CLINIC & SURGERY","BLK 403 SIN MING AVENUE #01-311","570403","64542373","64550869","8.30AM-12.00PM,2.30PM-4.00PM,7.30PM-9.00PM","9.00AM-12.00PM","CLOSED","CLOSED","", 1.3628453, 103.8334355
"CENTRAL","SERANGOON ROAD","SGP000081","DRS LIM & CHAN CLINIC","BLK 2 LORONG LEW LIAN #01-50","531002","62803009","62832151","8.30AM-12.30PM,2.00PM-5.00PM(CLOSED ON WEDAFTERNOON), 7.00PM-9.00PM (CLOSED ONTUE/THU/FRI EVENING)","8.30AM-12.30PM","8.30AM-12.30PM","CLOSED","", 1.3507319, 103.8758729
"CENTRAL","SERANGOON ROAD","SGP000595","KENSINGTON FAMILY CLINIC (SERANGOON GARDENS)PTE LTD","14D KENSINGTON PARK ROAD","557265","62884882","62884112","8.00AM-2.30PM,6.00PM-9.30PM","8.00AM-2.30PM,6.00PM-9.30PM","8.00AM-2.30PM,6.00PM-9.30PM","8.00AM-2.30PM,6.00PM-9.30PM","LAST REGISTRATIONHALF HOUR BEFORECLOSING.", 1.3653263, 103.8660904
"EAST","SIMEI","SGP000310","SIMEI CLINIC & SURGERY","BLK 248 SIMEI STREET 3 #01-132","520248","67855021","67879220","8.30AM-12.30PM,2.00PM-5.00PM,7.00PM-9.30PM","8.30AM-12.30PM,2.30PM-5.00PM","7.00PM-9.30PM","8.30AM-12.30PM","PATIENT TO ARRIVEAT LEAST 30MINSBEFORE CLOSING.", 1.3396426, 103.9504812
"EAST","TAMPINES","SGP000171","HWANG & LIANG FAMILY CLINIC","BLK 476 TAMPINES STREET 44 #01-173","520476","67870778","67878777","8.30AM-12.00PM,2.00PM-4.30PM,6.30PM-8.30PM","9.00AM-12.00PM","CLOSED","CLOSED","", 1.3608481, 103.9535712
"EAST","TAMPINES","SGP000255","NEPTUNE HEALTHCARE MEDICAL & SURGERY","BLK 328 TAMPINES STREET 32 #01-362","520328","67818030","67818660","9.00AM-11.00PM","9.00AM-7.00PM","9.00AM-7.00PM","PH ON MON-FRI:9.00AM-11.00PMPH ON SAT-SUN:9.00AM-7.00PM","", 1.353182, 103.9583
"EAST","SIMEI","SGP000429","NORTHEAST (SIMEI) MEDICAL CENTRE PTE LTD","30 SIMEI MRT STATION SIMEI STREET 3 #02-01","529888","67838638","67835638","8.00AM-11.00PM","8.00AM-11.00PM","8.00AM-11.00PM","10.00AM-9.00PM","REGISTRATIONCLOSES 15 - 30MINUTES PRIOR TOEACH SESSION.", 1.342977, 103.953583
"EAST","SIMEI","SGP000053","CHUA MEDICAL CENTRE PTE LTD","BLK 248 SIMEI STREET 3 #01-134","520248","67853825","67853825","9.00AM-12.30PM,2.30PM-6.00PM","CLOSED","9.00AM-3.00PM","9.00AM-3.00PM","CLOSED ON CHINESENEW YEAR'S DAY,GOOD FRIDAY ANDCHRISTMAS", 1.3396426, 103.9504812
"EAST","TAMPINES","SGP000304","SEASONS CLINIC","BLK 844 TAMPINES STREET 82 #01-139","520844","67877836","67865186","8.30AM-12.30PM2.00PM-5.00PM7.00PM-9.00PM","8.30AM-12.30PM","8.30AM-12.30PM","8.30AM-12.30PM","", 1.3521378, 103.936536
"EAST","TAMPINES","SGP000034","CECILIA FAMILY CLINIC & SURGERY","BLK 484 TAMPINES STREET 43 #01-224","520484","67883812","67883812","8.30AM-12.30PM,2.00PM-4.30PM","8.30AM-12.00PM","CLOSED","CLOSED","", 1.361307, 103.952521
"EAST","TAMPINES","SGP000503","S K TAY CLINIC & SURGERY","BLK 827 TAMPINES STREET 81 #01-140","520827","67836611","67836611","8.30AM-12.30PM2.00PM-4.30PM7.00PM-9.00PM","8.30AM-12.30PM","9.00AM-12.30PM","9.00AM-12.30PM","", 1.3497035, 103.9337061
"EAST","TAMPINES","SGP000446","CHERN MEDICAL CLINIC","BLK 138 TAMPINES STREET 11 #01-112","521138","67810036","67810036","8.30AM-12.30PM,2.00PM-4.00PM","2.00PM-4.00PM","2.00PM-4.00PM","CLOSED","", 1.3454105, 103.9454468
"EAST","TAMPINES","SGP000192","KOH CLINIC & SURGERY PTE LTD","BLK 801 TAMPINES AVENUE 4 #01-269","520801","67822882","67864465","8.30AM-12.30PM,2.00PM-4.30PM,7.00PM-9.00PM(CLOSED ON FRIEVENINGS)","8.30AM-12.30PM","8.30AM-12.30PM","APPOINTMENTSONLY","", 1.346858, 103.9379999
"EAST","TAMPINES","SGP000300","RUBY MEDICAL CENTRE PTE LTD","BLK 505 TAMPINES CENTRAL 1 #01-339","520505","67837847","67837847","8.30AM-12.30PM,2.00PM-4.00PM,6.30PM-8.30PM","8.30AM-12.30PM","CLOSED","CLOSED","", 1.3555196, 103.9456739
"EAST","TAMPINES","SGP000043","CHARIS CLINIC & SURGERY","BLK 164 TAMPINES STREET 12 #01-295","521164","67822332","67822332","8.30AM-12.30PM,2.00PM-4.30PM","CLOSED","8.30AM-12.30PM","CLOSED","", 1.3496248, 103.9460078
"EAST","TAMPINES","SGP000375","UNITED MEDICAL PRACTITIONERS PTE LTD","BLK 139 TAMPINES STREET 11 #01-16","521139","67812281","67872315","8.30AM-12.30PM,2.00PM-4.30PM,6.45PM-8.45PM(CLOSED ON THUAFTERNOON)","8.30AM-12.30PM","8.30AM-12.30PM","CLOSED","", 1.3463797, 103.9445192
"EAST","TAMPINES","SGP000158","HEALTHWAY TAMPINES CLINIC","BLK 710 TAMPINES STREET 71 #01-134","520710","62609081","62609083","8.30AM-12.30PM,2.00PM-4.30PM,6.30PM-9.00PM","8.30AM-12.30PM","9.00AM-12.30PM","9.00AM-12.30PM","", 1.35876, 103.937685
"EAST","TAMPINES","SGP000474","GSH CLINIC & SURGERY PTE LTD","BLK 730 TAMPINES STREET 71 #01-51","520730","62605942","62605742","MON-THU: 8.30AM-1.15PM, 6.00PM-9.00PM FRI: CLOSED","8.30AM-1.15PM","6.00PM-9.00PM","CLOSED","", 1.3565775, 103.9339256
"EAST","TAMPINES","SGP000217","LITTLE CROSS FAMILY CLINIC PTE LTD","BLK 929 TAMPINES STREET 91 #01-445","520929","65440040","65440040","8.30AM-3.00PM7.00PM-9.00PM","8.30AM-12.30PM7.00PM-9.00PM","CLOSED","8.30AM-12.30PM","Closed on ChineseNew Year's Day", 1.346349, 103.939481
"EAST","TAMPINES","SGP000110","FAITH MEDICAL CLINIC & SURGERY","BLK 487C TAMPINES STREET 45 #B1-103","522487","67881061","67881061","9.00AM-12.30PM,2.00PM-4.00PM,7.00PM-9.00PM","9.00AM-12.30PM","CLOSED","CLOSED","", 1.360636, 103.9574279
"EAST","TAMPINES","SGP000684","JOYHEALTH MEDICAL CLINIC & SURGERY","BLK 825 TAMPINES STREET 81 #01-50","520825","67811868","67818327","9.00AM-12.30PM,2.00PM-5.00PM,7.00PM-8.00PM(CLOSED ONWEDNESDAY NIGHT)","9.00AM-12.00PM","CLOSED","CLOSED","- LAST REGISTRATIONIS AT 4.30PM.", 1.3495627, 103.9324646
"EAST","TAMPINES","SGP000467","HONG FAMILY CLINIC","BLK 282 TAMPINES STREET 22 #01-300","520282","67843300","67843300","8.30AM-12.15PM,2.00PM-4.15PM,6.30PM-8.30PM(CLOSED THUAFTERNOON)","8.30AM-12.15PM","9.00AM-12.00PM","CLOSED","PATIENTS TO BEREGISTERED 30MINSBEFORE CLOSING.", 1.3477611, 103.9524293
"EAST","TAMPINES","SGP000119","F K LIM FAMILY CLINIC","BLK 267 TAMPINES STREET 21 #01-43","520267","67860201","","8.30AM-12.30PM2.00PM-4.30PM7.00PM-9.00PM","8.30AM-12.30PM","8.30AM-12.30PM","","Closed on Wedafternoons", 1.3513495, 103.9487778
"EAST","TAMPINES","SGP000412","KARRI FAMILY CLINIC","BLK 866A TAMPINES CENTRAL COMMUNITY COMPLEXTAMPINES STREET 83 #03-05","521866","67850311","67857511","8.30AM-1.00PM,6.30PM-9.30PM","8.30AM-12.30PM","CLOSED","CLOSED","", 1.3555097, 103.9346836
"EAST","TAMPINES","SGP000419","VIVA MEDICAL CLINIC","BLK 450A TAMPINES STREET 42 #01-356","521450","67828020","67848060","8.00AM-10.30PM","8.00AM-10.30PM","8.00AM-10.30PM","8.00AM-10.30PM","- LAST REGISTRATIONTIME 10.15PM", 1.3583082, 103.9521291
"EAST","TAMPINES","SGP000559","DAYSPRING MEDICAL CLINIC (TAMPINES) PTE LTD","2 CENTURY SQUARE TAMPINES CENTRAL 5 #B1-24","529509","67890123","67860103","9.00AM-1.00PM2.00PM-5.00PM6.00PM-9.00PM","9.00AM-1.00PM6.00PM-9.00PM","9.00AM-1.00PM","CLOSED","", 1.3525267, 103.9437548
"EAST","TAMPINES","SGP000229","RADLINK MEDICARE (TAMPINES) PTE LTD","5 TELEPARK TAMPINES CENTRAL 6 #01-13","529482","67857515","67855928","8.30AM-12.30PM,2.00PM-4.30PM","8.30AM-12.00PM","CLOSED","CLOSED","", 1.3534646, 103.9420973
"EAST","TAMPINES","SGP000452","CHIA & LEE MEDICAL & DENTAL CLINIC","BLK 802 TAMPINES AVENUE 4 #01-15","520802","67812969","65343148","8.30AM-12.30PM,2.00PM-4.30PM,6.30PM-9.00PM","8.30AM-12.30PM,2.00PM-4.30PM","8.30AM-12.30PM","8.30AM-12.30PM","CLOSED ON CHINESENEW YEAR'S DAY", 1.346117, 103.9380249
"EAST","TAMPINES","SGP000354","THE FAMILY MEDICAL CENTRE","BLK 827 TAMPINES STREET 81 #01-148","520827","67873328","67873328","9.00AM-12.30PM,2.00PM-4.30PM,6.30PM-9.00PM","9.00AM-1.00PM","9.00AM-1.00PM","CLOSED","LAST REGISTRATIONIS 30MINS BEFORECLOSING TIME.", 1.3497035, 103.9337061
"EAST","TAMPINES","SGP000324","TAMPINES MEDILIFE CLINIC","BLK 801 TAMPINES AVENUE 4 #01-263","520801","67825142","67825142","8.30AM-12.30PM,2.00PM-4.30PM,7.00PM-9.00PM","8.30AM-12.30PM","8.30AM-12.30PM","CLOSED","LAST REGISTRATIONIS 30MINS BEFORECLOSING TIME.", 1.346858, 103.9379999
"CITY","TANJONG PAGAR","SGP000716","SHENTON MEDICAL GROUP (INTERNATIONAL PLAZA)","10 INTERNATIONAL PLAZA ANSON ROAD #36-01","79903","62202911","62246865","8.30AM-1.00PM,2.00PM-5.30PM","8.30AM-12.30PM","CLOSED","CLOSED","", 1.2756998, 103.8458098
"EAST","TAMPINES","SGP000718","VIVA MEDICAL GROUP CLINIC","519A TAMPINES CENTRAL 8 #01-08","521519","66357240","66357241","9.00AM-1.00PM,6.00PM-9.00PM","9.00AM-4.00PM","CLOSED","CLOSED","LAST REGISTRATION15 MINS BEFORECLOSING TIME.", 1.3562505, 103.9401179
"EAST","TAMPINES","SGP000593","HEALTHWAY MEDICAL CLINIC (TAMPINES ST 21)","201D TAMPINES STREET 21 #01-1143","524201","62608801","62608802","8.00AM-1.00PM,2.00PM-5.00PM,6.00PM-9.00PM","8.00AM-1.00PM","8.30AM-12.30PM","8.30AM-12.30PM","LAST REGISTRATIONIS 15MINS BEFORECLOSING TIME.", 1.3532356, 103.9529731
"EAST","TAMPINES","SGP000050","CHOONG'S CLINIC","BLK 480 TAMPINES STREET 44 #01-261","520480","67885190","67885190","8.30AM-11.30PM,2.30PM-4.00PM,7.00PM-8.30PM(CLOSED ON TUE &THURS NIGHTS)","8.30AM-11.30AM","CLOSED","CLOSED","LAST REGISTRATIONIS 30MINS BEFORECLOSING TIME.", 1.3618601, 103.953705
"EAST","TAMPINES","SGP000528","NORTHEAST (TAMPINES) MEDICAL CENTRE PTE LTD","20 TAMPINES MRT STATION TAMPINES CENTRAL 1 #01-25","529538","67867848","67867443","8.00AM-1.00PM,2.00PM-6.00PM,7.00PM-10.00PM","8.00AM-1.00PM,2.00PM-6.00PM,7.00PM-10.00PM","8.00AM-1.00PM,2.00PM-6.00PM,7.00PM-10.00PM","CLOSED","REGISTRATIONCLOSES 15 - 30MINUTES PRIOR TOEACH SESSION.", 1.353092, 103.945229
"CITY","TANJONG PAGAR","SGP000659","DRS CHUA & PARTNERS PTE LTD","1 TANJONG PAGAR PLAZA #01-10","82001","62210607","62241918","8.30-12.30PM, 2.00PM-5.00PM","8.30AM-12.30PM","CLOSED","CLOSED","", 1.2748632, 103.8426344
"EAST","TAMPINES","SGP000417","EMMANUEL MEDICAL CLINIC","BLK 272 TAMPINES STREET 22 #01-26","520272","67810810","67852196","8.30AM-12.30PM2.00PM-4.30PM7.00PM-8.30PM","8.30AM-12.30PM","9.00AM-12.00PM","9.00AM-12.00PM","Closed on Wed nights", 1.349125, 103.950233
"CENTRAL","TANGLIN ROAD","SGP000172","ISLAND GROUP CLINIC","19 TANGLIN SHOPPING CENTRE TANGLIN ROAD #06-34/37","247909","67377729","62386510","9.00AM-1.00PM2.00PM-5.00PM","9.00AM-12.30PM","10.00AM-12.00PM","CLOSED","", 1.306367, 103.8268524
"CENTRAL-NORTH","THOMSON","SGP000047","CHONG'S CLINIC","234 UPPER THOMSON ROAD","574365","64536492","64536035","8.30AM-12.30PM2.00PM-4.00PM6.00PM-9.00PM","8.30AM-12.30PM","CLOSED","CLOSED","Closed on Wed nights", 1.3530546, 103.8349495
